1000
0 1,00 11.175,54 5.872,37
1 2,30 13.524,65 5.876,37
2 2,20 12.906,20 5.876,37
3 2,19 12.846,60 5.876,37
4 2,19 12.846,60 5.876,37
5 2,18 12.812,39 5.876,37
6 2,18 12.795,14 5.876,37
7 2,18 12.795,14 5.876,37
8 2,18 12.795,14 5.876,37
9 2,18 12.795,14 5.876,37
10 2,18 12.795,14 5.876,37
11 2,18 12.795,14 5.876,37
12 2,18 12.795,14 5.876,37
13 2,18 12.795,14 5.876,37
14 2,18 12.795,14 5.876,37
15 2,18 12.795,14 5.876,37
16 2,18 12.795,14 5.876,37
17 2,18 12.795,14 5.876,37
18 2,18 12.795,14 5.876,37
19 2,18 12.795,14 5.876,37
20 2,18 12.795,14 5.876,37
21 2,18 12.795,14 5.876,37
22 2,18 12.795,14 5.876,37
23 2,18 12.795,14 5.876,37
24 2,18 12.795,14 5.876,37
25 2,18 12.795,14 5.876,37
26 2,18 12.795,14 5.876,37
27 2,18 12.795,14 5.876,37
28 2,18 12.795,14 5.876,37
29 2,18 12.795,14 5.876,37
30 2,18 12.795,14 5.876,37
31 2,19 12.897,55 5.876,37
32 2,20 12.954,61 5.876,37
33 2,11 12.424,83 5.876,37
34 2,00 11.736,07 5.876,37
35 2,08 12.199,03 5.876,37
36 2,06 12.092,59 5.876,37
37 2,02 11.844,90 5.876,37
38 2,05 12.066,77 5.876,37
39 2,06 12.111,94 5.876,37
40 2,04 11.986,93 5.876,37
41 2,02 11.852,58 5.876,37
42 2,07 12.167,12 5.876,37
43 2,02 11.890,52 5.876,37
44 2,02 11.890,52 5.876,37
45 2,02 11.890,52 5.876,37
46 2,02 11.890,52 5.876,37
47 2,02 11.890,52 5.876,37
48 2,02 11.890,52 5.876,37
49 2,02 11.890,52 5.876,37
50 2,02 11.890,52 5.876,37
51 2,02 11.890,52 5.876,37
52 2,02 11.890,52 5.876,37
53 2,02 11.890,52 5.876,37
54 2,02 11.890,52 5.876,37
55 2,02 11.890,52 5.876,37
56 2,02 11.890,52 5.876,37
57 2,02 11.890,52 5.876,37
58 2,02 11.890,52 5.876,37
59 2,02 11.890,52 5.876,37
60 2,02 11.890,52 5.876,37
61 2,02 11.889,71 5.876,37
62 2,02 11.889,65 5.876,37
63 2,02 11.889,65 5.876,37
64 2,02 11.889,65 5.876,37
65 2,02 11.892,09 5.876,37
66 2,02 11.890,77 5.876,37
67 2,02 11.889,57 5.876,37
68 2,02 11.889,57 5.876,37
69 2,02 11.889,57 5.876,37
70 2,02 11.889,57 5.876,37
71 2,02 11.889,57 5.876,37
72 2,02 11.889,57 5.876,37
73 2,02 11.889,57 5.876,37
74 2,02 11.889,57 5.876,37
75 2,02 11.889,57 5.876,37
76 2,02 11.889,57 5.876,37
77 2,02 11.889,57 5.876,37
78 2,02 11.889,57 5.876,37
79 2,02 11.889,57 5.876,37
80 2,02 11.889,57 5.876,37
81 2,02 11.889,57 5.876,37
82 2,02 11.889,57 5.876,37
83 2,02 11.889,57 5.876,37
84 2,02 11.889,57 5.876,37
85 2,02 11.889,57 5.876,37
86 2,02 11.889,57 5.876,37
87 2,02 11.889,57 5.876,37
88 2,02 11.889,57 5.876,37
89 2,02 11.889,57 5.876,37
90 2,02 11.889,57 5.876,37
91 2,02 11.890,25 5.876,37
92 2,02 11.890,76 5.876,37
93 2,02 11.889,16 5.876,37
94 2,02 11.889,63 5.876,37
95 2,02 11.889,07 5.876,37
96 2,02 11.889,07 5.876,37
97 2,02 11.889,07 5.876,37
98 2,02 11.889,07 5.876,37
99 2,02 11.889,07 5.876,37
100 2,02 11.889,07 5.876,37
101 2,02 11.889,07 5.876,37
102 2,02 11.889,07 5.876,37
103 2,02 11.889,07 5.876,37
104 2,02 11.889,07 5.876,37
105 2,02 11.889,07 5.876,37
106 2,02 11.889,07 5.876,37
107 2,02 11.889,07 5.876,37
108 2,02 11.889,07 5.876,37
109 2,02 11.889,07 5.876,37
110 2,02 11.889,07 5.876,37
111 2,02 11.889,07 5.876,37
112 2,02 11.889,07 5.876,37
113 2,02 11.889,07 5.876,37
114 2,02 11.889,07 5.876,37
115 2,02 11.889,07 5.876,37
116 2,02 11.889,07 5.876,37
117 2,02 11.889,07 5.876,37
118 2,02 11.889,07 5.876,37
119 2,02 11.889,07 5.876,37
120 2,02 11.889,07 5.876,37
121 2,02 11.888,66 5.876,37
122 2,02 11.888,66 5.876,37
123 2,02 11.888,66 5.876,37
124 2,02 11.888,66 5.876,37
125 2,02 11.888,66 5.876,37
126 2,02 11.888,66 5.876,37
127 2,02 11.888,66 5.876,37
128 2,02 11.888,66 5.876,37
129 2,02 11.888,66 5.876,37
130 2,02 11.888,66 5.876,37
131 2,02 11.888,66 5.876,37
132 2,02 11.888,66 5.876,37
133 2,02 11.888,66 5.876,37
134 2,02 11.888,66 5.876,37
135 2,02 11.888,66 5.876,37
136 2,02 11.888,66 5.876,37
137 2,02 11.888,66 5.876,37
138 2,02 11.888,66 5.876,37
139 2,02 11.888,66 5.876,37
140 2,02 11.888,66 5.876,37
141 2,02 11.888,66 5.876,37
142 2,02 11.888,66 5.876,37
143 2,02 11.888,66 5.876,37
144 2,02 11.888,66 5.876,37
145 2,02 11.888,66 5.876,37
146 2,02 11.888,66 5.876,37
147 2,02 11.888,66 5.876,37
148 2,02 11.888,66 5.876,37
149 2,02 11.888,66 5.876,37
150 2,02 11.888,66 5.876,37
151 2,02 11.888,92 5.876,37
152 2,02 11.888,80 5.876,37
153 2,02 11.889,13 5.876,37
154 2,02 11.888,65 5.876,37
155 2,02 11.888,94 5.876,37
156 2,02 11.888,94 5.876,37
157 2,02 11.888,94 5.876,37
158 2,02 11.888,94 5.876,37
159 2,02 11.888,94 5.876,37
160 2,02 11.888,94 5.876,37
161 2,02 11.888,74 5.876,37
162 2,02 11.888,74 5.876,37
163 2,02 11.888,74 5.876,37
164 2,02 11.888,74 5.876,37
165 2,02 11.888,74 5.876,37
166 2,02 11.888,74 5.876,37
167 2,02 11.888,74 5.876,37
168 2,02 11.888,74 5.876,37
169 2,02 11.888,74 5.876,37
170 2,02 11.888,74 5.876,37
171 2,02 11.888,74 5.876,37
172 2,02 11.888,74 5.876,37
173 2,02 11.888,74 5.876,37
174 2,02 11.888,74 5.876,37
175 2,02 11.888,74 5.876,37
176 2,02 11.888,74 5.876,37
177 2,02 11.888,74 5.876,37
178 2,02 11.888,74 5.876,37
179 2,02 11.888,74 5.876,37
180 2,02 11.888,74 5.876,37
181 2,02 11.888,74 5.876,37
182 2,02 11.888,74 5.876,37
183 2,02 11.888,74 5.876,37
184 2,02 11.888,74 5.876,37
185 2,02 11.888,74 5.876,37
186 2,02 11.888,74 5.876,37
187 2,02 11.888,74 5.876,37
188 2,02 11.888,74 5.876,37
189 2,02 11.888,74 5.876,37
190 2,02 11.888,74 5.876,37
191 2,02 11.888,74 5.876,37
192 2,02 11.888,74 5.876,37
193 2,02 11.888,74 5.876,37
194 2,02 11.888,70 5.876,37
195 2,02 11.888,70 5.876,37
196 2,02 11.888,70 5.876,37
197 2,02 11.888,70 5.876,37
198 2,02 11.888,70 5.876,37
199 2,02 11.888,70 5.876,37
200 2,02 11.888,70 5.876,37
201 2,02 11.888,70 5.876,37
202 2,02 11.888,70 5.876,37
203 2,02 11.888,70 5.876,37
204 2,02 11.888,70 5.876,37
205 2,02 11.888,70 5.876,37
206 2,02 11.888,70 5.876,37
207 2,02 11.888,70 5.876,37
208 2,02 11.888,70 5.876,37
209 2,02 11.888,70 5.876,37
210 2,02 11.888,70 5.876,37
211 2,02 11.888,73 5.876,37
212 2,02 11.889,33 5.876,37
213 2,02 11.889,04 5.876,37
214 2,02 11.889,04 5.876,37
215 2,02 11.889,04 5.876,37
216 2,02 11.889,04 5.876,37
217 2,02 11.889,04 5.876,37
